pais,anio_trim,anio,trim,pib_bc_usd,pib_bc_g,pib_bc_des,pib_bc_des_g,pib_bc_int_g,pib_bc_des_int_g,pib_bc_usd_real,pib_bc_g_real,pib_cepal_usd,pib_cepal_des,pib_cepal_g,pib_cepal_des_g,pib_cepal_int_g,pib_cepal_des_int_g,viirs_bm_sum,viirs_bm_mean,viirs_bm_g,viirs_bm_mean_des,viirs_bm_mean_des_g,viirs_bm_int_g,viirs_bm_mean_des_int_g,viirs_csm_sum,viirs_csm_mean,viirs_csm_g,viirs_csm_mean_des,viirs_csm_mean_des_g,viirs_csm_int_g,viirs_csm_mean_des_int_g,dmsp_csm_sum,dmsp_csm_des,dmsp_csm_g,dmsp_csm_des_g,dmsp_int_g,dmsp_csm_des_int_g,co2,co2_g,co2des,co2des_g,ipc,ipp,co2_int_g,co2des_int_g,ndvi_gee,ndvi_gee_g,ndvi_gee_int_g,ndvi_wfp,ndvi_wfp_g,ndvi_wfp_int_g,evi_gee,evi_gee_g,evi_gee_int_g,ndbi_gee,ndbi_gee_g,ndbi_gee_int_g,temp_air,temp_air_g,temp_air_int_g,temp_ls,temp_ls_g,temp_ls_int_g,precip,precip_g,precip_int_g,disaster_occurrence,disaster_count,flood_count,mass_movement_(wet)_count,drought_count,storm_count,earthquake_count,volcanic_activity_count,extreme_temperature_count,exports_usd_fob,imports_usd_cif,remesas_usd_trim,remesas_usd_trim_g,consumo_elect_al_publico,consumo_elect_comercio,consumo_elect_especiales,consumo_elect_industria,consumo_elect_residencial,consumo_elect_total,gdp_us_const_trim,gdp_us_const_trim_g,ipc_us_trim
SLV,1990 Q1,1990,1,,,,,,,,,1064699876.85682,1134763693.08222,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.00615522351493,0.0,0.0,,,,797.5147708488726,14.53310177233505,36.4450102769017,0,0,0,0,0,0,0,0,0,,,,,8831446.68452676,70267970.69771746,498254.3365175961,183723133.4171627,170402375.5555599,433723180.6914843,,,
SLV,1990 Q2,1990,2,,,,,,,,,1224396774.99073,1201858580.90638,14.99924078185894,5.912674879641083,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.74346755299958,-1.010098064314484,0.0,,,,8368.347256925843,949.303105448266,2.541106067741173,0,0,0,0,0,0,0,0,0,,,,,9127640.10678212,73684572.56178218,304698.0502192598,190566260.0762109,172952653.1353645,446635823.9303589,,,
SLV,1990 Q3,1990,3,,,,,,,,,1226494025.82379,1228210257.28989,0.1712884969887236,2.192577130300724,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.96796245115126,-3.012434514704542,0.0,,,,9548.02347239755,14.0968841188489,-4.813456219078467,0,0,0,0,0,0,0,0,0,,,,,8169418.690339162,74204656.51112606,360906.1334453998,190112985.7816074,170080372.3224863,442928339.4390044,,,
SLV,1990 Q4,1990,4,,,,,,,,,1301951526.3554,1252037628.4074,6.152292546303113,1.940007500839977,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4800739933153,-1.954057960438276,0.0,,,,748.5834455489229,-92.15980723431392,7.505951097157948,0,0,0,0,0,0,0,0,0,,,,,8706184.583211131,74375535.87137994,443462.118947661,193815703.4263253,167371769.9392884,444712655.9391525,,,
SLV,1991 Q1,1991,1,,,,,,,,,1180266760.7554,1277874023.33586,-9.34633610673945,2.063547799383968,10.85440943599558,12.61146537610195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.01451975938712,6.268141863014111,0.03216367740754461,,,,540.8180197027555,-27.7544777514839,-32.18708424332878,0,0,0,0,0,0,0,0,0,,,189.1,,9350943.54832245,74401380.73875967,527563.4151362783,194530376.5593487,180426044.7058869,459236308.9674541,,,
SLV,1991 Q2,1991,2,,,,,,,,,1354812088.10583,1306525616.34873,14.78863365081269,2.242129700553406,10.65139305974465,8.70876466708884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.79066120733771,-0.8605138750202628,0.183322834194603,,,,6602.025080212483,1120.747985402019,-21.10718069510691,0,0,0,0,0,0,0,0,0,,,223.0,17.92702273929139,9664560.113063421,78018959.18306349,322621.4649380398,201776040.0806939,183126338.6139153,472908519.4556742,,,
SLV,1991 Q3,1991,3,,,,,,,,,1330711827.31398,1333694127.08622,-1.778863726079132,2.079447229930032,8.497212321942689,8.588421173837583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04925171780435,-2.874720750945405,0.3255742907020389,,,,7756.502340460604,17.48671424633492,-18.76326694332149,0,0,0,0,0,0,0,0,0,,,176.6,-20.80717488789238,8649972.730947347,78569636.30589817,382135.9060010116,201296102.5922902,180085100.106162,468982947.6412988,,,
SLV,1991 Q4,1991,4,,,,,,,,,1386551676.18992,1333690713.35459,4.196239015072982,-0.0002559606105145734,6.497949280135192,6.521615891932362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.73399546459338,-1.258545591551115,1.037257776865451,,,,451.5485218369259,-94.17845180705365,-39.67960091532435,0,0,0,0,0,0,0,0,0,,,201.4,14.04303510758775,9218313.088105902,78750567.39322582,469548.1259445822,205216627.1572857,177217168.1710113,470872223.9355732,,,
SLV,1992 Q1,1992,1,,,,,,,,,1299945324.51634,1364313998.28095,-6.246168329734666,2.296130925987657,10.13995884153705,6.764358095287087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.99942759456232,5.116165448402413,-0.05801438951935392,,,,539.9693325318175,19.58168533808736,-0.1569265704949022,0,0,0,0,0,0,0,0,0,,,206.6,2.581926514399213,9915396.871485077,78892489.72566128,559408.8563277309,206272861.8965316,191317146.7634538,486957304.1134595,,,
SLV,1992 Q2,1992,2,,,,,,,,,1436413200.18683,1423454389.35227,10.4979704220456,4.334807906818909,6.023057573621671,8.949596666180472,,,,,,,,,,,,,,,182962.0,121258.88427602,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,25.56589778230354,-1.667459064942839,-0.8714915186828089,,,,7946.797329412335,1371.71271600764,20.36908725521793,0,0,0,0,0,0,0,0,0,,,226.4,9.583736689254586,10247944.35065753,82728436.95426337,342095.9443920988,213955897.2009494,194180439.1819561,501454813.6322186,,,
