anio_trim,remesas_usd_trim,consumo_elect_total,consumo_elect_al_publico,consumo_elect_comercio,consumo_elect_especiales,consumo_elect_industria,consumo_elect_residencial
2024 Q3,2106.2,1602185022.4661,29338629.76750001,278808029.6643,261301.0,629654443.3043001,664122618.73
